Apr. 17, 2018   12:22:01
Cyclic Voltammetry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = -1
High E (V) = 0
Low E (V) = -1
Init P/N = P
Scan Rate (V/s) = 0.4
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.1

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Potential/V, Current/A

-1.000, -3.621e-2
-0.999, -3.565e-2
-0.998, -3.516e-2
-0.997, -3.470e-2
-0.996, -3.424e-2
-0.995, -3.381e-2
-0.994, -3.341e-2
-0.993, -3.304e-2
-0.992, -3.264e-2
-0.991, -3.224e-2
-0.990, -3.190e-2
-0.989, -3.153e-2
-0.988, -3.119e-2
-0.987, -3.082e-2
-0.986, -3.049e-2
-0.985, -3.015e-2
-0.984, -2.984e-2
-0.983, -2.950e-2
-0.982, -2.920e-2
-0.981, -2.889e-2
-0.980, -2.855e-2
-0.979, -2.824e-2
-0.978, -2.793e-2
-0.977, -2.763e-2
-0.976, -2.732e-2
-0.975, -2.704e-2
-0.974, -2.673e-2
-0.973, -2.643e-2
-0.972, -2.615e-2
-0.971, -2.587e-2
-0.970, -2.557e-2
-0.969, -2.529e-2
-0.968, -2.501e-2
-0.967, -2.474e-2
-0.966, -2.446e-2
-0.965, -2.418e-2
-0.964, -2.387e-2
-0.963, -2.360e-2
-0.962, -2.332e-2
-0.961, -2.304e-2
-0.960, -2.280e-2
-0.959, -2.252e-2
-0.958, -2.228e-2
-0.957, -2.200e-2
-0.956, -2.172e-2
-0.955, -2.148e-2
-0.954, -2.120e-2
-0.953, -2.095e-2
-0.952, -2.071e-2
-0.951, -2.043e-2
-0.950, -2.018e-2
-0.949, -1.991e-2
-0.948, -1.966e-2
-0.947, -1.942e-2
-0.946, -1.917e-2
-0.945, -1.892e-2
-0.944, -1.868e-2
-0.943, -1.840e-2
-0.942, -1.815e-2
-0.941, -1.791e-2
-0.940, -1.766e-2
-0.939, -1.745e-2
-0.938, -1.717e-2
-0.937, -1.692e-2
-0.936, -1.671e-2
