Apr. 13, 2018   16:56:23
Chronopotentiometry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Cathodic Current (A) = 0.148
Anodic Current (A) = 0.148
Init P/N = N
Data Storage Interval (s) = 0.001
High E Limit (V) = 0
Low E Limit (V) = -1
Cathodic Time (s) = 10
Anodic Time (s) = 10
Current Switching Polarity = Potential
Segment = 5

Time/sec, Potential/V

1.000e-3, -9.090e-1
2.000e-3, -9.535e-1
3.000e-3, -9.803e-1
4.000e-3, -5.158e-1
5.000e-3, -4.357e-1
6.000e-3, -3.754e-1
7.000e-3, -3.272e-1
8.000e-3, -2.864e-1
9.000e-3, -2.505e-1
1.000e-2, -2.186e-1
1.100e-2, -1.903e-1
1.200e-2, -1.654e-1
1.300e-2, -1.431e-1
1.400e-2, -1.227e-1
1.500e-2, -1.026e-1
1.600e-2, -8.305e-2
1.700e-2, -6.723e-2
1.800e-2, -5.268e-2
1.900e-2, -3.767e-2
2.000e-2, -2.471e-2
2.100e-2, -1.943e-2
2.200e-2, -1.107e-2
2.300e-2, -1.141e-3
2.400e-2, -3.674e-1
2.500e-2, -4.902e-1
2.600e-2, -5.797e-1
2.700e-2, -6.475e-1
2.800e-2, -7.025e-1
2.900e-2, -7.507e-1
3.000e-2, -7.947e-1
3.100e-2, -8.298e-1
3.200e-2, -8.603e-1
3.300e-2, -8.863e-1
3.400e-2, -9.093e-1
3.500e-2, -9.316e-1
3.600e-2, -9.544e-1
3.700e-2, -9.757e-1
3.800e-2, -9.951e-1
3.900e-2, -5.201e-1
4.000e-2, -4.376e-1
4.100e-2, -3.752e-1
4.200e-2, -3.237e-1
4.300e-2, -2.792e-1
4.400e-2, -2.405e-1
4.500e-2, -2.061e-1
4.600e-2, -1.743e-1
4.700e-2, -1.452e-1
4.800e-2, -1.250e-1
4.900e-2, -1.051e-1
5.000e-2, -8.369e-2
5.100e-2, -7.217e-2
5.200e-2, -6.165e-2
5.300e-2, -4.807e-2
5.400e-2, -3.439e-2
5.500e-2, -2.131e-2
5.600e-2, -8.713e-3
5.700e-2, -3.725e-1
5.800e-2, -4.947e-1
5.900e-2, -5.875e-1
6.000e-2, -6.559e-1
6.100e-2, -7.076e-1
6.200e-2, -7.510e-1
6.300e-2, -7.896e-1
6.400e-2, -8.246e-1
6.500e-2, -8.579e-1
6.600e-2, -8.888e-1
6.700e-2, -9.141e-1
6.800e-2, -9.369e-1
6.900e-2, -9.569e-1
7.000e-2, -9.754e-1
7.100e-2, -9.939e-1
