Apr. 13, 2018   19:41:09
Cyclic Voltammetry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = -1
High E (V) = 0
Low E (V) = -1
Init P/N = P
Scan Rate (V/s) = 0.05
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.1

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Potential/V, Current/A

-1.000, -1.255e-3
-0.999, 2.033e-5
-0.998, 1.373e-3
-0.997, 2.625e-3
-0.996, 3.772e-3
-0.995, 4.788e-3
-0.994, 5.765e-3
-0.993, 6.635e-3
-0.992, 7.435e-3
-0.991, 8.175e-3
-0.990, 8.835e-3
-0.989, 9.443e-3
-0.988, 9.987e-3
-0.987, 1.049e-2
-0.986, 1.097e-2
-0.985, 1.138e-2
-0.984, 1.178e-2
-0.983, 1.216e-2
-0.982, 1.249e-2
-0.981, 1.280e-2
-0.980, 1.309e-2
-0.979, 1.335e-2
-0.978, 1.359e-2
-0.977, 1.381e-2
-0.976, 1.401e-2
-0.975, 1.421e-2
-0.974, 1.438e-2
-0.973, 1.453e-2
-0.972, 1.467e-2
-0.971, 1.481e-2
-0.970, 1.495e-2
-0.969, 1.507e-2
-0.968, 1.518e-2
-0.967, 1.529e-2
-0.966, 1.539e-2
-0.965, 1.549e-2
-0.964, 1.557e-2
-0.963, 1.565e-2
-0.962, 1.574e-2
-0.961, 1.580e-2
-0.960, 1.586e-2
-0.959, 1.591e-2
-0.958, 1.596e-2
-0.957, 1.602e-2
-0.956, 1.607e-2
-0.955, 1.612e-2
-0.954, 1.617e-2
-0.953, 1.622e-2
-0.952, 1.626e-2
-0.951, 1.631e-2
-0.950, 1.634e-2
-0.949, 1.637e-2
-0.948, 1.641e-2
-0.947, 1.641e-2
-0.946, 1.644e-2
-0.945, 1.647e-2
-0.944, 1.650e-2
-0.943, 1.653e-2
-0.942, 1.655e-2
-0.941, 1.659e-2
-0.940, 1.661e-2
-0.939, 1.663e-2
-0.938, 1.666e-2
-0.937, 1.668e-2
-0.936, 1.670e-2
