Apr. 13, 2018   19:00:26
Chronopotentiometry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Cathodic Current (A) = 0.18
Anodic Current (A) = 0.18
Init P/N = N
Data Storage Interval (s) = 0.001
High E Limit (V) = 0
Low E Limit (V) = -1
Cathodic Time (s) = 10
Anodic Time (s) = 10
Current Switching Polarity = Potential
Segment = 5

Time/sec, Potential/V

1.000e-3, -7.563e-1
2.000e-3, -7.606e-1
3.000e-3, -7.734e-1
4.000e-3, -7.818e-1
5.000e-3, -7.848e-1
6.000e-3, -7.859e-1
7.000e-3, -7.864e-1
8.000e-3, -7.865e-1
9.000e-3, -7.864e-1
1.000e-2, -7.861e-1
1.100e-2, -7.858e-1
1.200e-2, -7.853e-1
1.300e-2, -7.849e-1
1.400e-2, -7.844e-1
1.500e-2, -7.839e-1
1.600e-2, -7.834e-1
1.700e-2, -7.829e-1
1.800e-2, -7.823e-1
1.900e-2, -7.817e-1
2.000e-2, -7.812e-1
2.100e-2, -7.806e-1
2.200e-2, -7.800e-1
2.300e-2, -7.794e-1
2.400e-2, -7.788e-1
2.500e-2, -7.782e-1
2.600e-2, -7.776e-1
2.700e-2, -7.769e-1
2.800e-2, -7.763e-1
2.900e-2, -7.757e-1
3.000e-2, -7.751e-1
3.100e-2, -7.744e-1
3.200e-2, -7.737e-1
3.300e-2, -7.730e-1
3.400e-2, -7.723e-1
3.500e-2, -7.717e-1
3.600e-2, -7.709e-1
3.700e-2, -7.702e-1
3.800e-2, -7.694e-1
3.900e-2, -7.687e-1
4.000e-2, -7.679e-1
4.100e-2, -7.672e-1
4.200e-2, -7.665e-1
4.300e-2, -7.658e-1
4.400e-2, -7.651e-1
4.500e-2, -7.646e-1
4.600e-2, -7.639e-1
4.700e-2, -7.634e-1
4.800e-2, -7.631e-1
4.900e-2, -7.628e-1
5.000e-2, -7.625e-1
5.100e-2, -7.622e-1
5.200e-2, -7.618e-1
5.300e-2, -7.613e-1
5.400e-2, -7.608e-1
5.500e-2, -7.602e-1
5.600e-2, -7.595e-1
5.700e-2, -7.587e-1
5.800e-2, -7.579e-1
5.900e-2, -7.569e-1
6.000e-2, -7.557e-1
6.100e-2, -7.543e-1
6.200e-2, -7.526e-1
6.300e-2, -7.509e-1
6.400e-2, -7.494e-1
6.500e-2, -7.480e-1
6.600e-2, -7.471e-1
6.700e-2, -7.474e-1
6.800e-2, -7.477e-1
6.900e-2, -7.474e-1
7.000e-2, -7.472e-1
7.100e-2, -7.472e-1
7.200e-2, -7.474e-1
7.300e-2, -7.478e-1
7.400e-2, -7.479e-1
7.500e-2, -7.480e-1
7.600e-2, -7.479e-1
7.700e-2, -7.476e-1
7.800e-2, -7.474e-1
7.900e-2, -7.471e-1
8.000e-2, -7.467e-1
8.100e-2, -7.463e-1
8.200e-2, -7.460e-1
8.300e-2, -7.455e-1
8.400e-2, -7.451e-1
8.500e-2, -7.446e-1
8.600e-2, -7.442e-1
8.700e-2, -7.438e-1
8.800e-2, -7.433e-1
8.900e-2, -7.428e-1
9.000e-2, -7.423e-1
9.100e-2, -7.418e-1
9.200e-2, -7.413e-1
9.300e-2, -7.408e-1
9.400e-2, -7.403e-1
9.500e-2, -7.397e-1
9.600e-2, -7.393e-1
9.700e-2, -7.387e-1
9.800e-2, -7.382e-1
9.900e-2, -7.377e-1
1.000e-1, -7.372e-1
1.010e-1, -7.367e-1
1.020e-1, -7.362e-1
1.030e-1, -7.356e-1
1.040e-1, -7.351e-1
1.050e-1, -7.346e-1
1.060e-1, -7.341e-1
1.070e-1, -7.335e-1
1.080e-1, -7.331e-1
1.090e-1, -7.325e-1
1.100e-1, -7.320e-1
1.110e-1, -7.314e-1
1.120e-1, -7.309e-1
1.130e-1, -7.304e-1
1.140e-1, -7.298e-1
1.150e-1, -7.293e-1
1.160e-1, -7.288e-1
1.170e-1, -7.282e-1
1.180e-1, -7.277e-1
1.190e-1, -7.272e-1
1.200e-1, -7.267e-1
1.210e-1, -7.261e-1
1.220e-1, -7.256e-1
1.230e-1, -7.251e-1
1.240e-1, -7.245e-1
1.250e-1, -7.240e-1
1.260e-1, -7.235e-1
1.270e-1, -7.230e-1
1.280e-1, -7.224e-1
1.290e-1, -7.219e-1
1.300e-1, -7.213e-1
1.310e-1, -7.208e-1
1.320e-1, -7.203e-1
1.330e-1, -7.197e-1
1.340e-1, -7.192e-1
1.350e-1, -7.187e-1
1.360e-1, -7.181e-1
1.370e-1, -7.176e-1
1.380e-1, -7.170e-1
1.390e-1, -7.165e-1
1.400e-1, -7.160e-1
1.410e-1, -7.155e-1
1.420e-1, -7.149e-1
1.430e-1, -7.144e-1
1.440e-1, -7.139e-1
1.450e-1, -7.133e-1
1.460e-1, -7.128e-1
1.470e-1, -7.122e-1
1.480e-1, -7.117e-1
1.490e-1, -7.112e-1
1.500e-1, -7.107e-1
1.510e-1, -7.101e-1
1.520e-1, -7.096e-1
1.530e-1, -7.091e-1
1.540e-1, -7.085e-1
1.550e-1, -7.080e-1
1.560e-1, -7.074e-1
1.570e-1, -7.069e-1
1.580e-1, -7.064e-1
1.590e-1, -7.059e-1
1.600e-1, -7.053e-1
1.610e-1, -7.048e-1
1.620e-1, -7.042e-1
1.630e-1, -7.037e-1
1.640e-1, -7.032e-1
