Mar. 28, 2018   17:14:36
Cyclic Voltammetry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = -1
High E (V) = 0
Low E (V) = -1
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.1

Segment 1:
Segment 2:
Segment 3:
Segment 4:
Segment 5:
Segment 6:
Potential/V, Current/A

-1.000, -8.968e-3
-0.999, -8.389e-3
-0.998, -7.889e-3
-0.997, -7.422e-3
-0.996, -6.987e-3
-0.995, -6.580e-3
-0.994, -6.181e-3
-0.993, -5.801e-3
-0.992, -5.438e-3
-0.991, -5.075e-3
-0.990, -4.729e-3
-0.989, -4.390e-3
-0.988, -4.053e-3
-0.987, -3.729e-3
-0.986, -3.415e-3
-0.985, -3.101e-3
-0.984, -2.797e-3
-0.983, -2.490e-3
-0.982, -2.196e-3
-0.981, -1.906e-3
-0.980, -1.618e-3
-0.979, -1.335e-3
-0.978, -1.054e-3
-0.977, -7.770e-4
-0.976, -5.110e-4
-0.975, -2.413e-4
-0.974, 2.692e-5
-0.973, 2.787e-4
-0.972, 5.381e-4
-0.971, 7.940e-4
-0.970, 1.049e-3
-0.969, 1.300e-3
-0.968, 1.542e-3
-0.967, 1.790e-3
-0.966, 2.025e-3
-0.965, 2.267e-3
-0.964, 2.504e-3
-0.963, 2.731e-3
-0.962, 2.964e-3
-0.961, 3.198e-3
-0.960, 3.407e-3
-0.959, 3.640e-3
-0.958, 3.860e-3
-0.957, 4.070e-3
-0.956, 4.290e-3
-0.955, 4.501e-3
-0.954, 4.718e-3
-0.953, 4.934e-3
-0.952, 5.139e-3
-0.951, 5.351e-3
-0.950, 5.554e-3
-0.949, 5.759e-3
-0.948, 5.958e-3
-0.947, 6.146e-3
-0.946, 6.347e-3
-0.945, 6.551e-3
-0.944, 6.740e-3
-0.943, 6.941e-3
-0.942, 7.128e-3
-0.941, 7.322e-3
-0.940, 7.514e-3
-0.939, 7.701e-3
-0.938, 7.887e-3
-0.937, 8.076e-3
-0.936, 8.252e-3
