cp100.txt
0.0,-0.9951 
0.0010000000000000009,-0.5201 
0.0020000000000000018,-0.4376 
0.0030000000000000027,-0.3752 
0.0040000000000000036,-0.3237 
0.0049999999999999975,-0.2792 
0.005999999999999998,-0.2405 
0.006999999999999999,-0.2061 
0.008,-0.1743 
0.009000000000000001,-0.1452 
0.010000000000000002,-0.125 
0.011000000000000003,-0.1051 
0.012000000000000004,-0.08369 
0.012999999999999998,-0.07217 
0.013999999999999999,-0.06165 
0.015,-0.04807 
0.016,-0.03439 
0.017,-0.02131 
0.018000000000000002,-0.008713 
0.019000000000000003,-0.3725 
0.020000000000000004,-0.4947 
0.020999999999999998,-0.5875 
0.022,-0.6559 
0.023,-0.7076 
0.024,-0.751 
0.025,-0.7896 
0.026000000000000002,-0.8246 
0.027000000000000003,-0.8579 
0.028000000000000004,-0.8888 
0.029000000000000005,-0.9141 
0.030000000000000006,-0.9369 
0.031000000000000007,-0.9569 
0.03200000000000001,-0.9754 
0.032999999999999995,-0.9939 
