Jan. 21, 2018   13:00:54
Chronopotentiometry
File: c:\users\lingd\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Cathodic Current (A) = 0.008808
Anodic Current (A) = 0.008808
Init P/N = N
Data Storage Interval (s) = 0.1
High E Limit (V) = 0.1
Low E Limit (V) = -0.9
Cathodic Time (s) = 10
Anodic Time (s) = 10
Current Switching Polarity = Potential
Segment = 5

Time/sec, Potential/V

1.000e-1, -8.019e-1
2.000e-1, -8.106e-1
3.000e-1, -8.176e-1
4.000e-1, -8.237e-1
5.000e-1, -8.291e-1
6.000e-1, -8.340e-1
7.000e-1, -8.385e-1
8.000e-1, -8.428e-1
9.000e-1, -8.468e-1
1.000e+0, -8.505e-1
1.100e+0, -8.541e-1
1.200e+0, -8.576e-1
1.300e+0, -8.609e-1
1.400e+0, -8.641e-1
1.500e+0, -8.671e-1
1.600e+0, -8.701e-1
1.700e+0, -8.730e-1
1.800e+0, -8.758e-1
1.900e+0, -8.785e-1
2.000e+0, -8.811e-1
2.100e+0, -8.837e-1
2.200e+0, -8.862e-1
2.300e+0, -8.887e-1
2.400e+0, -8.911e-1
2.500e+0, -8.935e-1
2.600e+0, -8.958e-1
2.700e+0, -8.981e-1
2.800e+0, -8.414e-1
2.900e+0, -8.168e-1
3.000e+0, -8.011e-1
3.100e+0, -7.887e-1
3.200e+0, -7.790e-1
3.300e+0, -7.704e-1
3.400e+0, -7.628e-1
3.500e+0, -7.558e-1
3.600e+0, -7.495e-1
3.700e+0, -7.436e-1
3.800e+0, -7.381e-1
3.900e+0, -7.329e-1
4.000e+0, -7.280e-1
4.100e+0, -7.234e-1
4.200e+0, -7.190e-1
4.300e+0, -7.147e-1
4.400e+0, -7.107e-1
4.500e+0, -7.068e-1
4.600e+0, -7.031e-1
4.700e+0, -6.995e-1
4.800e+0, -6.960e-1
4.900e+0, -6.926e-1
5.000e+0, -6.893e-1
5.100e+0, -6.860e-1
5.200e+0, -6.829e-1
5.300e+0, -6.799e-1
5.400e+0, -6.770e-1
5.500e+0, -6.741e-1
5.600e+0, -6.714e-1
5.700e+0, -6.687e-1
5.800e+0, -6.660e-1
5.900e+0, -6.634e-1
6.000e+0, -6.608e-1
6.100e+0, -6.581e-1
6.200e+0, -6.556e-1
6.300e+0, -6.532e-1
6.400e+0, -6.508e-1
6.500e+0, -6.485e-1
6.600e+0, -6.462e-1
6.700e+0, -6.439e-1
6.800e+0, -6.417e-1
6.900e+0, -6.395e-1
7.000e+0, -6.373e-1
7.100e+0, -6.352e-1
7.200e+0, -6.330e-1
7.300e+0, -6.309e-1
7.400e+0, -6.288e-1
7.500e+0, -6.267e-1
7.600e+0, -6.247e-1
7.700e+0, -6.227e-1
7.800e+0, -6.207e-1
7.900e+0, -6.187e-1
8.000e+0, -6.167e-1
8.100e+0, -6.148e-1
8.200e+0, -6.128e-1
8.300e+0, -6.109e-1
8.400e+0, -6.090e-1
8.500e+0, -6.072e-1
8.600e+0, -6.053e-1
8.700e+0, -6.034e-1
8.800e+0, -6.016e-1
8.900e+0, -5.998e-1
9.000e+0, -5.980e-1
9.100e+0, -5.962e-1
9.200e+0, -5.944e-1
9.300e+0, -5.927e-1
9.400e+0, -5.909e-1
9.500e+0, -5.892e-1
9.600e+0, -5.875e-1
9.700e+0, -5.858e-1
9.800e+0, -5.841e-1
9.900e+0, -5.824e-1
1.000e+1, -5.807e-1
1.010e+1, -5.790e-1
1.020e+1, -5.773e-1
1.030e+1, -5.757e-1
1.040e+1, -5.740e-1
1.050e+1, -5.724e-1
1.060e+1, -5.708e-1
1.070e+1, -5.692e-1
1.080e+1, -5.676e-1
1.090e+1, -5.660e-1
1.100e+1, -5.644e-1
1.110e+1, -5.628e-1
1.120e+1, -5.612e-1
1.130e+1, -5.596e-1
1.140e+1, -5.581e-1
1.150e+1, -5.565e-1
1.160e+1, -5.550e-1
1.170e+1, -5.534e-1
1.180e+1, -5.519e-1
1.190e+1, -5.504e-1
1.200e+1, -5.488e-1
1.210e+1, -5.473e-1
1.220e+1, -5.458e-1
1.230e+1, -5.443e-1
1.240e+1, -5.428e-1
1.250e+1, -5.413e-1
1.260e+1, -5.398e-1
1.270e+1, -5.384e-1
1.280e+1, -5.369e-1
1.290e+1, -5.354e-1
1.300e+1, -5.339e-1
1.310e+1, -5.325e-1
1.320e+1, -5.310e-1
1.330e+1, -5.295e-1
1.340e+1, -5.281e-1
1.350e+1, -5.266e-1
1.360e+1, -5.252e-1
1.370e+1, -5.238e-1
1.380e+1, -5.224e-1
1.390e+1, -5.209e-1
1.400e+1, -5.195e-1
1.410e+1, -5.181e-1
1.420e+1, -5.167e-1
1.430e+1, -5.153e-1
1.440e+1, -5.139e-1
1.450e+1, -5.125e-1
1.460e+1, -5.111e-1
1.470e+1, -5.097e-1
1.480e+1, -5.083e-1
1.490e+1, -5.069e-1
1.500e+1, -5.055e-1
1.510e+1, -5.042e-1
1.520e+1, -5.028e-1
1.530e+1, -5.014e-1
1.540e+1, -5.000e-1
1.550e+1, -4.987e-1
1.560e+1, -4.973e-1
1.570e+1, -4.959e-1
1.580e+1, -4.946e-1
1.590e+1, -4.932e-1
1.600e+1, -4.919e-1
1.610e+1, -4.905e-1
1.620e+1, -4.892e-1
1.630e+1, -4.878e-1
1.640e+1, -4.865e-1
1.650e+1, -4.852e-1
1.660e+1, -4.838e-1
1.670e+1, -4.825e-1
1.680e+1, -4.812e-1
1.690e+1, -4.798e-1
1.700e+1, -4.785e-1
1.710e+1, -4.772e-1
1.720e+1, -4.759e-1
1.730e+1, -4.745e-1
1.740e+1, -4.732e-1
1.750e+1, -4.719e-1
1.760e+1, -4.706e-1
1.770e+1, -4.693e-1
1.780e+1, -4.680e-1
1.790e+1, -4.667e-1
1.800e+1, -4.654e-1
1.810e+1, -4.641e-1
1.820e+1, -4.628e-1
1.830e+1, -4.615e-1
1.840e+1, -4.602e-1
1.850e+1, -4.589e-1
1.860e+1, -4.576e-1
1.870e+1, -4.563e-1
1.880e+1, -4.550e-1
1.890e+1, -4.538e-1
1.900e+1, -4.525e-1
1.910e+1, -4.512e-1
1.920e+1, -4.499e-1
1.930e+1, -4.486e-1
1.940e+1, -4.473e-1
1.950e+1, -4.461e-1
1.960e+1, -4.448e-1
1.970e+1, -4.435e-1
1.980e+1, -4.423e-1
1.990e+1, -4.410e-1
2.000e+1, -4.397e-1
2.010e+1, -4.385e-1
2.020e+1, -4.372e-1
2.030e+1, -4.359e-1
2.040e+1, -4.347e-1
2.050e+1, -4.334e-1
2.060e+1, -4.321e-1
2.070e+1, -4.309e-1
2.080e+1, -4.296e-1
2.090e+1, -4.284e-1
2.100e+1, -4.272e-1
2.110e+1, -4.259e-1
2.120e+1, -4.247e-1
2.130e+1, -4.234e-1
2.140e+1, -4.222e-1
2.150e+1, -4.209e-1
2.160e+1, -4.197e-1
2.170e+1, -4.184e-1
2.180e+1, -4.172e-1
2.190e+1, -4.160e-1
2.200e+1, -4.147e-1
2.210e+1, -4.135e-1
2.220e+1, -4.123e-1
2.230e+1, -4.110e-1
2.240e+1, -4.098e-1
2.250e+1, -4.086e-1
2.260e+1, -4.074e-1
2.270e+1, -4.061e-1
2.280e+1, -4.049e-1
2.290e+1, -4.037e-1
2.300e+1, -4.024e-1
2.310e+1, -4.012e-1
2.320e+1, -4.000e-1
