Apr. 13, 2018   15:27:03
Cyclic Voltammetry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = -1
High E (V) = 0
Low E (V) = -1
Init P/N = P
Scan Rate (V/s) = 0.03
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.1

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Potential/V, Current/A

-1.000, -6.338e-4
-0.999, 5.829e-4
-0.998, 1.628e-3
-0.997, 2.526e-3
-0.996, 3.281e-3
-0.995, 3.898e-3
-0.994, 4.428e-3
-0.993, 4.875e-3
-0.992, 5.250e-3
-0.991, 5.577e-3
-0.990, 5.839e-3
-0.989, 6.063e-3
-0.988, 6.263e-3
-0.987, 6.424e-3
-0.986, 6.565e-3
-0.985, 6.677e-3
-0.984, 6.787e-3
-0.983, 6.889e-3
-0.982, 6.963e-3
-0.981, 7.039e-3
-0.980, 7.111e-3
-0.979, 7.163e-3
-0.978, 7.218e-3
-0.977, 7.262e-3
-0.976, 7.298e-3
-0.975, 7.342e-3
-0.974, 7.366e-3
-0.973, 7.382e-3
-0.972, 7.407e-3
-0.971, 7.434e-3
-0.970, 7.466e-3
-0.969, 7.490e-3
-0.968, 7.513e-3
-0.967, 7.543e-3
-0.966, 7.561e-3
-0.965, 7.582e-3
-0.964, 7.601e-3
-0.963, 7.606e-3
-0.962, 7.625e-3
-0.961, 7.640e-3
-0.960, 7.635e-3
-0.959, 7.651e-3
-0.958, 7.658e-3
-0.957, 7.676e-3
-0.956, 7.695e-3
-0.955, 7.701e-3
-0.954, 7.722e-3
-0.953, 7.734e-3
-0.952, 7.737e-3
-0.951, 7.751e-3
-0.950, 7.752e-3
-0.949, 7.765e-3
-0.948, 7.782e-3
-0.947, 7.765e-3
-0.946, 7.785e-3
-0.945, 7.801e-3
-0.944, 7.804e-3
-0.943, 7.820e-3
-0.942, 7.823e-3
-0.941, 7.833e-3
-0.940, 7.846e-3
-0.939, 7.847e-3
-0.938, 7.861e-3
-0.937, 7.864e-3
-0.936, 7.868e-3
