Apr. 13, 2018   15:32:51
Cyclic Voltammetry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = -1
High E (V) = 0
Low E (V) = -1
Init P/N = P
Scan Rate (V/s) = 0.4
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.1

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Potential/V, Current/A

-1.000, -1.087e-3
-0.999, 2.664e-4
-0.998, 1.743e-3
-0.997, 3.157e-3
-0.996, 4.541e-3
-0.995, 5.925e-3
-0.994, 7.309e-3
-0.993, 8.662e-3
-0.992, 9.984e-3
-0.991, 1.131e-2
-0.990, 1.257e-2
-0.989, 1.383e-2
-0.988, 1.506e-2
-0.987, 1.629e-2
-0.986, 1.752e-2
-0.985, 1.869e-2
-0.984, 1.986e-2
-0.983, 2.102e-2
-0.982, 2.216e-2
-0.981, 2.330e-2
-0.980, 2.441e-2
-0.979, 2.548e-2
-0.978, 2.659e-2
-0.977, 2.764e-2
-0.976, 2.868e-2
-0.975, 2.973e-2
-0.974, 3.074e-2
-0.973, 3.173e-2
-0.972, 3.271e-2
-0.971, 3.366e-2
-0.970, 3.462e-2
-0.969, 3.557e-2
-0.968, 3.649e-2
-0.967, 3.745e-2
-0.966, 3.834e-2
-0.965, 3.926e-2
-0.964, 4.015e-2
-0.963, 4.101e-2
-0.962, 4.188e-2
-0.961, 4.274e-2
-0.960, 4.357e-2
-0.959, 4.440e-2
-0.958, 4.523e-2
-0.957, 4.603e-2
-0.956, 4.680e-2
-0.955, 4.760e-2
-0.954, 4.836e-2
-0.953, 4.916e-2
-0.952, 4.990e-2
-0.951, 5.064e-2
-0.950, 5.138e-2
-0.949, 5.209e-2
-0.948, 5.279e-2
-0.947, 5.347e-2
-0.946, 5.418e-2
-0.945, 5.485e-2
-0.944, 5.553e-2
-0.943, 5.621e-2
-0.942, 5.685e-2
-0.941, 5.750e-2
-0.940, 5.814e-2
-0.939, 5.876e-2
-0.938, 5.937e-2
-0.937, 5.999e-2
-0.936, 6.060e-2
