Apr. 13, 2018   15:08:29
Cyclic Voltammetry
File: c:\users\lingd\google drive\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = -1
High E (V) = 0
Low E (V) = -1
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.1

Segment 1:
Segment 2:

Segment 3:

Segment 4:

Segment 5:
Segment 6:

Potential/V, Current/A

-1.000, -4.227e-3
-0.999, -3.237e-3
-0.998, -2.626e-3
-0.997, -2.239e-3
-0.996, -1.969e-3
-0.995, -1.767e-3
-0.994, -1.584e-3
-0.993, -1.429e-3
-0.992, -1.287e-3
-0.991, -1.157e-3
-0.990, -1.047e-3
-0.989, -9.428e-4
-0.988, -8.447e-4
-0.987, -7.614e-4
-0.986, -6.830e-4
-0.985, -6.192e-4
-0.984, -5.465e-4
-0.983, -4.736e-4
-0.982, -4.200e-4
-0.981, -3.586e-4
-0.980, -3.056e-4
-0.979, -2.590e-4
-0.978, -2.056e-4
-0.977, -1.607e-4
-0.976, -1.171e-4
-0.975, -6.936e-5
-0.974, -3.070e-5
-0.973, 5.905e-6
-0.972, 4.330e-5
-0.971, 8.432e-5
-0.970, 1.248e-4
-0.969, 1.560e-4
-0.968, 1.887e-4
-0.967, 2.282e-4
-0.966, 2.556e-4
-0.965, 2.899e-4
-0.964, 3.225e-4
-0.963, 3.412e-4
-0.962, 3.748e-4
-0.961, 4.041e-4
-0.960, 4.184e-4
-0.959, 4.502e-4
-0.958, 4.721e-4
-0.957, 4.980e-4
-0.956, 5.220e-4
-0.955, 5.431e-4
-0.954, 5.713e-4
-0.953, 5.935e-4
-0.952, 6.131e-4
-0.951, 6.337e-4
-0.950, 6.508e-4
-0.949, 6.736e-4
-0.948, 6.953e-4
-0.947, 6.971e-4
-0.946, 7.247e-4
-0.945, 7.459e-4
-0.944, 7.622e-4
-0.943, 7.795e-4
-0.942, 7.928e-4
-0.941, 8.111e-4
-0.940, 8.278e-4
-0.939, 8.399e-4
-0.938, 8.578e-4
-0.937, 8.670e-4
-0.936, 8.792e-4
