Jan. 21, 2018   13:18:31
Chronopotentiometry
File: c:\users\lingd\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Cathodic Current (A) = 0.05872
Anodic Current (A) = 0.05872
Init P/N = N
Data Storage Interval (s) = 0.1
High E Limit (V) = 0.1
Low E Limit (V) = -0.9
Cathodic Time (s) = 10
Anodic Time (s) = 10
Current Switching Polarity = Potential
Segment = 5

Time/sec, Potential/V

1.000e-1, -7.878e-1
2.000e-1, -8.368e-1
3.000e-1, -8.767e-1
4.000e-1, -5.844e-1
5.000e-1, -4.668e-1
6.000e-1, -3.979e-1
7.000e-1, -3.436e-1
8.000e-1, -2.983e-1
9.000e-1, -2.572e-1
1.000e+0, -2.212e-1
1.100e+0, -1.865e-1
1.200e+0, -1.533e-1
1.300e+0, -1.216e-1
1.400e+0, -9.122e-2
1.500e+0, -6.215e-2
1.600e+0, -3.432e-2
1.700e+0, -7.759e-3
1.800e+0, 1.741e-2
1.900e+0, 4.124e-2
2.000e+0, 6.378e-2
2.100e+0, 8.501e-2
2.200e+0, -2.913e-1
2.300e+0, -4.452e-1
2.400e+0, -5.240e-1
2.500e+0, -5.816e-1
2.600e+0, -6.286e-1
2.700e+0, -6.688e-1
2.800e+0, -7.054e-1
2.900e+0, -7.389e-1
3.000e+0, -7.697e-1
3.100e+0, -7.985e-1
3.200e+0, -8.257e-1
3.300e+0, -8.517e-1
3.400e+0, -8.767e-1
3.500e+0, -5.679e-1
3.600e+0, -4.463e-1
3.700e+0, -3.734e-1
3.800e+0, -3.153e-1
3.900e+0, -2.658e-1
4.000e+0, -2.227e-1
4.100e+0, -1.820e-1
4.200e+0, -1.434e-1
4.300e+0, -1.068e-1
4.400e+0, -7.208e-2
4.500e+0, -3.925e-2
4.600e+0, -8.288e-3
4.700e+0, 2.074e-2
4.800e+0, 4.795e-2
4.900e+0, 7.330e-2
5.000e+0, 9.681e-2
5.100e+0, -2.772e-1
5.200e+0, -4.334e-1
5.300e+0, -5.119e-1
5.400e+0, -5.689e-1
5.500e+0, -6.151e-1
5.600e+0, -6.546e-1
5.700e+0, -6.905e-1
5.800e+0, -7.232e-1
5.900e+0, -7.534e-1
6.000e+0, -7.816e-1
6.100e+0, -8.082e-1
6.200e+0, -8.336e-1
6.300e+0, -8.580e-1
6.400e+0, -8.815e-1
