Jan. 21, 2018   13:16:45
Chronopotentiometry
File: c:\users\lingd\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Cathodic Current (A) = 0.02936
Anodic Current (A) = 0.02936
Init P/N = N
Data Storage Interval (s) = 0.1
High E Limit (V) = 0.1
Low E Limit (V) = -0.9
Cathodic Time (s) = 10
Anodic Time (s) = 10
Current Switching Polarity = Potential
Segment = 5

Time/sec, Potential/V

1.000e-1, -5.696e-1
2.000e-1, -5.948e-1
3.000e-1, -6.153e-1
4.000e-1, -6.328e-1
5.000e-1, -6.482e-1
6.000e-1, -6.622e-1
7.000e-1, -6.751e-1
8.000e-1, -6.874e-1
9.000e-1, -6.991e-1
1.000e+0, -7.102e-1
1.100e+0, -7.209e-1
1.200e+0, -7.312e-1
1.300e+0, -7.411e-1
1.400e+0, -7.508e-1
1.500e+0, -7.601e-1
1.600e+0, -7.692e-1
1.700e+0, -7.780e-1
1.800e+0, -7.866e-1
1.900e+0, -7.950e-1
2.000e+0, -8.032e-1
2.100e+0, -8.112e-1
2.200e+0, -8.191e-1
2.300e+0, -8.268e-1
2.400e+0, -8.344e-1
2.500e+0, -8.419e-1
2.600e+0, -8.492e-1
2.700e+0, -8.564e-1
2.800e+0, -8.635e-1
2.900e+0, -8.704e-1
3.000e+0, -8.773e-1
3.100e+0, -8.840e-1
3.200e+0, -8.906e-1
3.300e+0, -8.971e-1
3.400e+0, -7.182e-1
3.500e+0, -6.444e-1
3.600e+0, -6.010e-1
3.700e+0, -5.675e-1
3.800e+0, -5.394e-1
3.900e+0, -5.149e-1
4.000e+0, -4.927e-1
4.100e+0, -4.723e-1
4.200e+0, -4.539e-1
4.300e+0, -4.368e-1
4.400e+0, -4.201e-1
4.500e+0, -4.048e-1
4.600e+0, -3.905e-1
4.700e+0, -3.767e-1
4.800e+0, -3.632e-1
4.900e+0, -3.503e-1
5.000e+0, -3.377e-1
5.100e+0, -3.256e-1
5.200e+0, -3.137e-1
5.300e+0, -3.022e-1
5.400e+0, -2.909e-1
5.500e+0, -2.799e-1
5.600e+0, -2.690e-1
5.700e+0, -2.583e-1
5.800e+0, -2.478e-1
5.900e+0, -2.374e-1
6.000e+0, -2.271e-1
6.100e+0, -2.170e-1
6.200e+0, -2.070e-1
6.300e+0, -1.971e-1
6.400e+0, -1.873e-1
6.500e+0, -1.777e-1
6.600e+0, -1.681e-1
6.700e+0, -1.587e-1
6.800e+0, -1.494e-1
6.900e+0, -1.402e-1
7.000e+0, -1.311e-1
7.100e+0, -1.221e-1
7.200e+0, -1.132e-1
7.300e+0, -1.043e-1
7.400e+0, -9.565e-2
7.500e+0, -8.706e-2
7.600e+0, -7.859e-2
7.700e+0, -7.022e-2
7.800e+0, -6.195e-2
7.900e+0, -5.381e-2
8.000e+0, -4.576e-2
8.100e+0, -3.783e-2
8.200e+0, -3.001e-2
8.300e+0, -2.227e-2
8.400e+0, -1.462e-2
8.500e+0, -7.041e-3
8.600e+0, 4.360e-4
8.700e+0, 7.841e-3
8.800e+0, 1.515e-2
8.900e+0, 2.238e-2
9.000e+0, 2.951e-2
9.100e+0, 3.656e-2
9.200e+0, 4.352e-2
9.300e+0, 5.039e-2
9.400e+0, 5.716e-2
9.500e+0, 6.385e-2
9.600e+0, 7.048e-2
9.700e+0, 7.701e-2
9.800e+0, 8.348e-2
9.900e+0, 8.988e-2
1.000e+1, 9.622e-2
1.010e+1, -1.169e-1
1.020e+1, -2.262e-1
1.030e+1, -2.838e-1
1.040e+1, -3.255e-1
1.050e+1, -3.582e-1
1.060e+1, -3.852e-1
1.070e+1, -4.088e-1
1.080e+1, -4.300e-1
1.090e+1, -4.490e-1
1.100e+1, -4.661e-1
1.110e+1, -4.820e-1
1.120e+1, -4.969e-1
1.130e+1, -5.110e-1
1.140e+1, -5.243e-1
1.150e+1, -5.370e-1
1.160e+1, -5.492e-1
1.170e+1, -5.608e-1
1.180e+1, -5.720e-1
1.190e+1, -5.828e-1
1.200e+1, -5.933e-1
1.210e+1, -6.033e-1
1.220e+1, -6.131e-1
1.230e+1, -6.227e-1
1.240e+1, -6.319e-1
1.250e+1, -6.410e-1
1.260e+1, -6.498e-1
1.270e+1, -6.584e-1
1.280e+1, -6.668e-1
1.290e+1, -6.749e-1
1.300e+1, -6.829e-1
1.310e+1, -6.907e-1
1.320e+1, -6.983e-1
1.330e+1, -7.058e-1
1.340e+1, -7.131e-1
1.350e+1, -7.203e-1
1.360e+1, -7.275e-1
1.370e+1, -7.345e-1
1.380e+1, -7.415e-1
1.390e+1, -7.484e-1
1.400e+1, -7.552e-1
1.410e+1, -7.621e-1
1.420e+1, -7.688e-1
1.430e+1, -7.756e-1
1.440e+1, -7.822e-1
1.450e+1, -7.889e-1
1.460e+1, -7.954e-1
1.470e+1, -8.020e-1
1.480e+1, -8.084e-1
1.490e+1, -8.149e-1
1.500e+1, -8.213e-1
1.510e+1, -8.276e-1
1.520e+1, -8.339e-1
1.530e+1, -8.402e-1
1.540e+1, -8.464e-1
1.550e+1, -8.526e-1
1.560e+1, -8.587e-1
1.570e+1, -8.648e-1
1.580e+1, -8.708e-1
1.590e+1, -8.768e-1
1.600e+1, -8.827e-1
1.610e+1, -8.885e-1
1.620e+1, -8.944e-1
1.630e+1, -7.138e-1
1.640e+1, -6.396e-1
1.650e+1, -5.959e-1
1.660e+1, -5.621e-1
1.670e+1, -5.338e-1
1.680e+1, -5.089e-1
1.690e+1, -4.863e-1
1.700e+1, -4.656e-1
1.710e+1, -4.472e-1
1.720e+1, -4.294e-1
1.730e+1, -4.127e-1
1.740e+1, -3.974e-1
1.750e+1, -3.827e-1
1.760e+1, -3.685e-1
1.770e+1, -3.547e-1
1.780e+1, -3.415e-1
1.790e+1, -3.286e-1
1.800e+1, -3.161e-1
1.810e+1, -3.040e-1
1.820e+1, -2.921e-1
1.830e+1, -2.804e-1
1.840e+1, -2.690e-1
1.850e+1, -2.577e-1
1.860e+1, -2.466e-1
1.870e+1, -2.357e-1
1.880e+1, -2.249e-1
1.890e+1, -2.142e-1
1.900e+1, -2.037e-1
1.910e+1, -1.934e-1
1.920e+1, -1.831e-1
1.930e+1, -1.730e-1
1.940e+1, -1.630e-1
1.950e+1, -1.531e-1
1.960e+1, -1.434e-1
1.970e+1, -1.337e-1
1.980e+1, -1.242e-1
1.990e+1, -1.148e-1
2.000e+1, -1.055e-1
2.010e+1, -9.635e-2
2.020e+1, -8.730e-2
2.030e+1, -7.839e-2
2.040e+1, -6.962e-2
2.050e+1, -6.099e-2
2.060e+1, -5.248e-2
2.070e+1, -4.407e-2
2.080e+1, -3.576e-2
2.090e+1, -2.757e-2
2.100e+1, -1.946e-2
2.110e+1, -1.142e-2
2.120e+1, -3.502e-3
2.130e+1, 4.304e-3
2.140e+1, 1.205e-2
2.150e+1, 1.969e-2
2.160e+1, 2.726e-2
2.170e+1, 3.471e-2
2.180e+1, 4.209e-2
2.190e+1, 4.936e-2
2.200e+1, 5.654e-2
2.210e+1, 6.364e-2
2.220e+1, 7.066e-2
2.230e+1, 7.759e-2
2.240e+1, 8.443e-2
2.250e+1, 9.117e-2
2.260e+1, 9.782e-2
2.270e+1, -1.147e-1
2.280e+1, -2.245e-1
2.290e+1, -2.823e-1
2.300e+1, -3.240e-1
2.310e+1, -3.567e-1
2.320e+1, -3.837e-1
2.330e+1, -4.072e-1
2.340e+1, -4.284e-1
2.350e+1, -4.473e-1
2.360e+1, -4.644e-1
2.370e+1, -4.802e-1
2.380e+1, -4.950e-1
2.390e+1, -5.090e-1
2.400e+1, -5.223e-1
2.410e+1, -5.349e-1
2.420e+1, -5.470e-1
2.430e+1, -5.586e-1
2.440e+1, -5.697e-1
2.450e+1, -5.805e-1
2.460e+1, -5.908e-1
2.470e+1, -6.009e-1
2.480e+1, -6.106e-1
2.490e+1, -6.201e-1
2.500e+1, -6.293e-1
2.510e+1, -6.383e-1
2.520e+1, -6.471e-1
2.530e+1, -6.556e-1
2.540e+1, -6.640e-1
2.550e+1, -6.722e-1
2.560e+1, -6.801e-1
2.570e+1, -6.879e-1
2.580e+1, -6.955e-1
2.590e+1, -7.029e-1
2.600e+1, -7.102e-1
2.610e+1, -7.174e-1
2.620e+1, -7.245e-1
2.630e+1, -7.315e-1
2.640e+1, -7.384e-1
2.650e+1, -7.453e-1
2.660e+1, -7.521e-1
2.670e+1, -7.589e-1
2.680e+1, -7.657e-1
2.690e+1, -7.723e-1
2.700e+1, -7.790e-1
2.710e+1, -7.856e-1
2.720e+1, -7.921e-1
2.730e+1, -7.986e-1
2.740e+1, -8.051e-1
2.750e+1, -8.115e-1
2.760e+1, -8.179e-1
2.770e+1, -8.242e-1
2.780e+1, -8.305e-1
2.790e+1, -8.367e-1
2.800e+1, -8.429e-1
2.810e+1, -8.490e-1
2.820e+1, -8.551e-1
2.830e+1, -8.612e-1
2.840e+1, -8.672e-1
2.850e+1, -8.731e-1
2.860e+1, -8.790e-1
2.870e+1, -8.848e-1
2.880e+1, -8.906e-1
2.890e+1, -8.963e-1
