Jan. 21, 2018   13:40:28
Cyclic Voltammetry
File: c:\users\lingd\desktop\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = -0.9
High E (V) = 0.1
Low E (V) = -0.9
Init P/N = P
Scan Rate (V/s) = 0.005
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.1

Segment 1:
Segment 2:

Segment 3:
Segment 4:

Segment 5:
Segment 6:

Potential/V, Current/A

-0.900, -1.941e-2
-0.899, -1.838e-2
-0.898, -1.747e-2
-0.897, -1.667e-2
-0.896, -1.593e-2
-0.895, -1.526e-2
-0.894, -1.464e-2
-0.893, -1.407e-2
-0.892, -1.353e-2
-0.891, -1.304e-2
-0.890, -1.257e-2
-0.889, -1.212e-2
-0.888, -1.171e-2
-0.887, -1.132e-2
-0.886, -1.094e-2
-0.885, -1.059e-2
-0.884, -1.025e-2
-0.883, -9.924e-3
-0.882, -9.613e-3
-0.881, -9.315e-3
-0.880, -9.031e-3
-0.879, -8.756e-3
-0.878, -8.492e-3
-0.877, -8.235e-3
-0.876, -7.990e-3
-0.875, -7.752e-3
-0.874, -7.524e-3
-0.873, -7.304e-3
-0.872, -7.096e-3
-0.871, -6.893e-3
-0.870, -6.703e-3
-0.869, -6.512e-3
-0.868, -6.323e-3
-0.867, -6.144e-3
-0.866, -5.971e-3
-0.865, -5.804e-3
-0.864, -5.643e-3
-0.863, -5.482e-3
-0.862, -5.326e-3
-0.861, -5.172e-3
-0.860, -5.026e-3
-0.859, -4.883e-3
-0.858, -4.745e-3
-0.857, -4.611e-3
-0.856, -4.477e-3
-0.855, -4.348e-3
-0.854, -4.220e-3
-0.853, -4.097e-3
-0.852, -3.976e-3
-0.851, -3.858e-3
-0.850, -3.742e-3
-0.849, -3.632e-3
-0.848, -3.524e-3
-0.847, -3.415e-3
-0.846, -3.312e-3
-0.845, -3.209e-3
-0.844, -3.110e-3
-0.843, -3.014e-3
-0.842, -2.917e-3
-0.841, -2.824e-3
-0.840, -2.731e-3
-0.839, -2.642e-3
-0.838, -2.554e-3
-0.837, -2.468e-3
-0.836, -2.382e-3
-0.835, -2.301e-3
-0.834, -2.218e-3
-0.833, -2.140e-3
-0.832, -2.065e-3
-0.831, -1.994e-3
-0.830, -1.922e-3
-0.829, -1.846e-3
-0.828, -1.773e-3
-0.827, -1.702e-3
-0.826, -1.635e-3
-0.825, -1.570e-3
-0.824, -1.502e-3
-0.823, -1.435e-3
-0.822, -1.371e-3
-0.821, -1.306e-3
-0.820, -1.244e-3
-0.819, -1.188e-3
-0.818, -1.126e-3
-0.817, -1.066e-3
-0.816, -1.007e-3
-0.815, -9.503e-4
-0.814, -8.958e-4
-0.813, -8.385e-4
-0.812, -7.831e-4
-0.811, -7.298e-4
-0.810, -6.775e-4
-0.809, -6.275e-4
-0.808, -5.771e-4
-0.807, -5.249e-4
-0.806, -4.801e-4
-0.805, -4.309e-4
-0.804, -3.840e-4
-0.803, -3.376e-4
-0.802, -2.906e-4
-0.801, -2.459e-4
-0.800, -2.030e-4
-0.799, -1.581e-4
-0.798, -1.143e-4
